image,rank,name,platform,start,end,start2,end2,start3,end3,siblings
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAAQdtyJVib5bgQtHSLiahnGsTovmw7e77B5uiamiaertSJ0pZDbobia5RtAw/640?wx_fmt=png&from=appmsg,46,守望尘世,HBO,2014,2017,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc03SgMhRYRdCh4tWow2eSVzmugYJkIadtwQKvibnIBUkrs3EdvXaQCOw/640?wx_fmt=png&from=appmsg,99,汉尼拔,NBC,2013,2015,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusctJ51FCpic12Wj5psubLsk82vtSZCLoz19ics3QYiaibA9VU6R60sCS82wg/640?wx_fmt=png&from=appmsg,61,女子监狱,Netflix,2013,2019,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDA76UEIIMHL6olwH11OL8eslxfxlLWVnPs0Lic8qf38ibicsPD10IN3Z0uQ/640?wx_fmt=png&from=appmsg,42,美国谍梦,FX,2013,2018,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruschVNjFNwPpPntCNCau0HKVWevfqMDJOXA5LicTYJE1Czfk04lWnyVu7Q/640?wx_fmt=png&from=appmsg,86,都市女孩,HBO,2012,2017,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscmKWFgiaHXK41FPZunUWPeH7LeRJDNQau1o0EPDGTMqS1EOObnejxgkQ/640?wx_fmt=png&from=appmsg,80,丑闻,ABC,2012,2018,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDALNgdnzLDRNS2YaQiahJAf21of67MchA8lL9d4Dk4GvxLw2ia2FLE4OJw/640?wx_fmt=png&from=appmsg,26,副总统,HBO,2012,2019,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusczu5FcZsXLZCBpM3AWyy2GghnsUD11SxtL4hUnFA1ZsYRhb3koGJmZw/640?wx_fmt=png&from=appmsg,98,国土安全,Showtime ,2011,2020,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscgmoOmlIW9Mic6cNjSGc3JVVyEz44tV7N1ZMonRK1pfA7iaMRzGj6P0sw/640?wx_fmt=png&from=appmsg,95,黑镜,Channel 4/Netflix,2011,2024,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAxgqiaSDr6ePFfoK6B03pcBGqLSlmv8ib1DUH9hcBkpLc2hNGRBFr27KQ/640?wx_fmt=png&from=appmsg,37,醍醐灌顶,HBO,2011,2013,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAd9xw7RBustEqdJ8I40AAp5u7lmgc3RkOYuMhOvPbJVGFx1QXgy34uw/640?wx_fmt=png&from=appmsg,21,权力的游戏,HBO,2011,2019,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusciaGBLZ9HoH6LqrLDfticIfOMDhRfCUyUDribbffcib5AIMia1GpD0Zqf7xw/640?wx_fmt=png&from=appmsg,100,废柴联盟,NBC,2009,2015,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc36Deic12SPAzk7OncbMcKvktzBYcS71bUIBa4iauVBEEMnM93N8oFDvA/640?wx_fmt=png&from=appmsg,67,鲁保罗变装皇后秀,Logo/VH1/MTV,2009,2024,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDArEBJ2dD23Vg3nRnTvmCaU0JBuicVBLiao7vUBflu1Kj2uGLfCdKOMiaaw/640?wx_fmt=png&from=appmsg,5,绝命毒师,AMC,2008,2013,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDA4K9gwbuH19aia4CHLJtrLvdxSQVbFAEccopLbr1QhraQE2rL7Ip0gdQ/640?wx_fmt=png&from=appmsg,2,广告狂人,AMC,2007,2015,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc37MUiap9gcSpibuY6DUJq5YibqCFym2GQ3icLTY0vIJhV2eqkuknP3cXUA/640?wx_fmt=png&from=appmsg,97,顶级大厨,Bravo,2006,2024,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDA6UWSRm7VECMqLDXNJwBM4EVwf00LRConJxTQgFyyYnlam0yBK7Ut8A/640?wx_fmt=png&from=appmsg,47,胜利之光,NBC-DirecTV,2006,2011,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAt56nvK66IExv4icGjYBZvbPdQBT8tOKwopbKwpqLFynT5t70TpAia5QQ/640?wx_fmt=png&from=appmsg,22,我为喜剧狂,NBC,2006,2013,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscmD415cEesHFiaibzziaetDkwPud79ja5vOvOLmBicibsia07dFuwBG2RQWsw/640?wx_fmt=png&from=appmsg,68,实习医生格蕾,ABC,2005,2024,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscB6wDI0ssXvgbibCmp0zfHvL2NGwpDSnP2Lic3KGGd8ETXlghJKIwmQsQ/640?wx_fmt=png&from=appmsg,62,归来记,HBO,2005,,2014,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAW5Vpdr8oXxg5kR9Zpmg82dr5Ob2IrFnxDTLMx63IdC5yT2rZEdibibcw/640?wx_fmt=png&from=appmsg,39,办公室,NBC,2005,2013,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscfFawo0mFMAibiaMCNEpzC0e08RvBG11F4hhoPUnI6YciaibDHY7VJBnMibA/640?wx_fmt=png&from=appmsg,74,朽木,HBO,2004,2006,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDABAHu1NhDVdpp5ibjnG0NKcfVtpgOzqqW64Spkd6eFpIDOznIzxhZ3tQ/640?wx_fmt=png&from=appmsg,32,迷失,ABC,2004,2010,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscRLiaAjJTEnndf7O77K2SU1gWLvAWaiaN1Rl81T5acD0An1xLXNY3UhTA/640?wx_fmt=png&from=appmsg,63,天使在美国,HBO,2003,,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscudYib65DWibx2xTRh4pUTrU5NTDyvyU2KczAFBybaucfJhu1FlSHDdGQ/640?wx_fmt=png&from=appmsg,57,查普尔秀,Comedy Central,2003,2006,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruschB4kb6fFtVxVHtQs8GIxPsHIyDXp5vL8ql4g963H6KDIYnibjI0c1zw/640?wx_fmt=png&from=appmsg,51,发展受阻,Fox/Netflix,2003,2006,2013,,2018,2019,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAyGkx4H21V0wKbYiczRcRMxv9GvgbnGf79268xMlvedibEw7c9QYBS7kA/640?wx_fmt=png&from=appmsg,48,盾牌,FX,2002,2008,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAlmyfz3SgOkErckGW3thQ5nzpvodfPdKqUHwlx7AZNlOCmeQgRjMEibw/640?wx_fmt=png&from=appmsg,7,火线,HBO,2002,2008,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc5NrdTyDKJ2wTKrjcMTTvrKXMN3ibUpT52w9iaf4W32fpUhqYxsVrBtZA/640?wx_fmt=png&from=appmsg,53,六尺之下,HBO,2001,2005,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscnxyWR7OiabREr1uwA6XXjEibbcDicWEibdk8y9TXGdW6BbtK8VA7TeOCBw/640?wx_fmt=png&from=appmsg,54,吉尔莫女孩,The WB/The CW/Netflix,2000,2007,2016,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAYdWkmpiccgaQrYrTw534kUGQickQpicg7f2ceLYwgl5o35Zxiacyjkqhdw/640?wx_fmt=png&from=appmsg,36,消消气,HBO,2000,2024,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDALjZyeVSg3fbUl09eERgEIKXLArmC05gM3Kia3pzaCBFYicufQRVxoTBg/640?wx_fmt=png&from=appmsg,31,幸存者,CBS,2000,2024,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscJJdVHT5icYus3D4gRIka6U9AHf4ML3TrqfqBPvR76mibSwYw7v3wg5aw/640?wx_fmt=png&from=appmsg,77,司徒囧每日秀,Comedy Central,1999,2015,,,,,5
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscPxGFAV9dhEjnI4h4xHOib7pb8RgrvEmmquBgTjZ8ib8ulicBK2HDrib6EQ/640?wx_fmt=png&from=appmsg,65,怪胎与书呆,NBC,1999,2000,,,,,5
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusczvNM4n8EBQcPSTceWuLxBMl956lXu011hWX4PGQn75LP8Kbdib8cZ8w/640?wx_fmt=png&from=appmsg,56,法律与秩序：特殊受害者,NBC,1999,2024,,,,,5
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDARWj1G2nmRDGdu28cxcExOaJnTdE6VEkJLtOgswQr3mb06784AR6pyw/640?wx_fmt=png&from=appmsg,25,白宫风云,NBC,1999,2006,,,,,5
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAhQcwwduQ6GTpQc6XBWN05g1uVLT8xYXRVlngAtMnhunGoO0ld6vBTg/640?wx_fmt=png&from=appmsg,3,黑道家族,HBO,1999,2007,,,,,5
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscRFB3Sy6z2icdRibOUuEG1NJUjdpYVOYlYsKybz3MJBJb98bgvqwlFwicg/640?wx_fmt=png&from=appmsg,93,威尔和格蕾丝,NBC,1998,2006,2017,2020,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAiaeaaw3SlAGulCfIicuHxZ9yZYfm6VHZyIx4PnQ5ibIkslniadnC8DJH9A/640?wx_fmt=png&from=appmsg,6,欲望都市,HBO,1998,2004,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscddJ8Vkryzw1ia5ejJ5XbnSm7dUk3pGhnVcO0oNjVl5XuCd9icGogjnKA/640?wx_fmt=png&from=appmsg,91,拽妹黛薇儿,MTV,1997,2002,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscYicFLVjUblwJ2WySlJm5zzicBcicmRkCOGFvrPs85tuGrEcgQKKe7sjpQ/640?wx_fmt=png&from=appmsg,59,南方公园,Comedy Central,1997,2024,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAPde12DVwsp6uIUzw2qVHhJ2TsRXvMfo8u5n3SGGXKvU0zAoeGBPxsg/640?wx_fmt=png&from=appmsg,40,吸血鬼猎人巴菲,The WB/UPN,1997,2003,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscP8HJRmUpibCl8YbWQMKNiaIDYDEibDztwKy17sabf85wM1von80yenvow/640?wx_fmt=png&from=appmsg,50,我的青春期,ABC,1994,1995,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAxqScNBXtsEtRDzwTUpWc3eDCibCg2zJayUUA2kslZ6IicgQnoNmv4lyg/640?wx_fmt=png&from=appmsg,34,急诊室的故事,NBC,1994,2009,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDArpcplZQjUgltZcwfeEubrle1u3JdiaKguhJHUq6DQ7hY7NljKx9fJWw/640?wx_fmt=png&from=appmsg,29,老友记,NBC,1994,2004,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscLXsRLyqrdnEPBNTDj8grNl4FCywuQNyvLicf2RJntXAaSibTiaIqAlibEQ/640?wx_fmt=png&from=appmsg,73,纽约重案组,ABC,1993,2005,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscUJsX1IhxZpnAGm2sa6A9jQGko3RhlPaqkG17f5AicNX5MxibCY4s1NHg/640?wx_fmt=png&from=appmsg,71,单身生活,Fox,1993,1998,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAa55fNBuTdxiceAcKA7ibuicuViaZKKBxlauAdy4360AG4yZSIDKWz7Tuxg/640?wx_fmt=png&from=appmsg,38,X档案,Fox,1993,2002,2016,2018,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAyPQGfjKsOjWUicwibXBj7tF2MeAgezE5oI8CCOt42yuNA6vNrrhsbibgg/640?wx_fmt=png&from=appmsg,43,拉里·桑德斯秀,HBO,1992,1998,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDA4dqKN4Ad6PJZf304pZPia3lsPDxKkZibGYTDC5nVJibeksiaZYabweYO4Q/640?wx_fmt=png&from=appmsg,41,真实的世界,MTV,1992,2017,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc68pazdNlNsiaUrGBDwo7WOcrQUQlh8CA6GviceicvcLbdaAYIjwVSNic4Q/640?wx_fmt=png&from=appmsg,76,茶煲表哥,NBC,1990,1996,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscicA65hb9VYZicricz4QiaWC9zkBz6Vr343TicWwYtcPot3AKWmjAYcEQHpA/640?wx_fmt=png&from=appmsg,60,生动的颜色,Fox,1990,1994,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAWLDUgdGQZX3kGTW5L3IvsTiciaOOcCWbSibS8JTYdrIlZSWiaG1uO9ia6Sg/640?wx_fmt=png&from=appmsg,28,美国内战,PBS,1990,,,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDASjAqCj0Ra9GO2r4zGNE8icjVfOMtJjXZX2SI5IFDXZBzB5wlCoaOSQw/640?wx_fmt=png&from=appmsg,27,双峰,ABC/Showtime,1990,1991,2017,,,,4
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDALz6P4rX3Kybzk9qUjCzz571khiaLdwn4p5ZpFCPMMHO7icVLHBF0iaibEA/640?wx_fmt=png&from=appmsg,8,宋飞正传,NBC,1989,1998,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAMg6s5KbG492h31ibjPkF7aX63bzS0ibtEVlo8pXZwqiagjI26oswRo6dg/640?wx_fmt=png&from=appmsg,4,辛普森一家,Fox,1989,2024,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc7f4Co5LgGfD8hrVtBjXdCUKiay0OxeC4ZRV7otpXF85k51a2TkQaIyw/640?wx_fmt=png&from=appmsg,72,纯真年代,ABC,1988,1993,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscSriadUKlfwwEwt9SDKvMBGknIDOUQv7iadicTPd9iaUFcM293CObUC4IbQ/640?wx_fmt=png&from=appmsg,69,罗斯安家庭生活,ABC,1988,1997,2018,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscQxkJnADfWaibfMDbdl2lVh4HAVCoNWhZ0bQu3MIZWYGdzLtASsr5Myg/640?wx_fmt=png&from=appmsg,81,三十而立,ABC,1987,1991,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAJ9jAknicEGK6hjibDibdEHT6L2Eg9qGiaQTib0DJhUEpZRfsrnU6PtfnLlQ/640?wx_fmt=png&from=appmsg,44,星际旅行：下一代,Syndicated,1987,1994,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDALEQB1M4GF6DSyRQaDBrUWicaMicgaveiabB1kRibY2YgIuUghlgCebpRBQ/640?wx_fmt=png&from=appmsg,17,奥普拉秀,Syndicated,1986,2011,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAXdpSI4QlFBjyXTUe0UuOg1Ks61K18MIYZyLnGUB6Iqkf2cTZBwOf7w/640?wx_fmt=png&from=appmsg,18,黄金女郎,NBC,1985,1992,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscSIU786eH8sI8Pd2FKsELrwFqudOLsaIrwxNIlT1DyDDLtaicD4kstjw/640?wx_fmt=png&from=appmsg,90,考斯比一家,NBC,1984,1992,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKorusc4pRg1e4baSKFCdWkjjxBNqRU4DwJwZOibib5iaEwiaVGFwLmk1cRk6MWxQ/640?wx_fmt=png&from=appmsg,92,波城杏话,NBC,1982,1988,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAmq2xM37o9hr3uNFndqjhbtDb8uc42YcBdZu6NpVC1mibYAd2Y0yZYzw/640?wx_fmt=png&from=appmsg,35,大卫·莱特曼深夜秀,NBC,1982,1993,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAmiaXtJ7037HaZKGMo1I20c8ZNWz3pkJIcUicypvAY9B6hIN1oYRyiclxg/640?wx_fmt=png&from=appmsg,11,干杯酒吧,NBC,1982,1993,,,,,3
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAUS47YYI32tib1umOX84GHvaKIcCPyEU9e6cVsqGYmOTpiarZJ07Fe8hA/640?wx_fmt=png&from=appmsg,30,山街蓝调,NBC,1981,1987,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscibM1CStyVkFxqmUECFtvDeftZTuyZ7sQOfSCldjvs9OTRLiaNPUCW5XQ/640?wx_fmt=png&from=appmsg,78,朱门恩怨,CBS/TNT,1978,1991,2012,2014,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscRZhlicvrrLz6kxKn3ccr4Vatfia6dicAxMic08DKonpBaUGxqGZic7srr5w/640?wx_fmt=png&from=appmsg,75,出租汽车,ABC/NBC,1978,1983,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAT0nCtiajxQKFtbZzu5bMUQD7MkEzv1SxwjQuHwEk1hFKMaYcnAu1fOQ/640?wx_fmt=png&from=appmsg,10,根,ABC,1977,,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscicae7PfrcHApcJxJAg54cubdGUyB4MXkiaOhr650uxicRAHqUnlK6RwCQ/640?wx_fmt=png&from=appmsg,79,布偶秀,Syndicated,1976,1981,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscUneRU9fiaGOx7BnZPCHaKonxygfUqFibndl9ibRlFo8DJ0yXMmuZTm6eQ/640?wx_fmt=png&from=appmsg,64,杰斐逊一家,CBS,1975,1985,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAbsPR8VYicENdDvs1GNeDlaZKCwQZeZe6D5ibAvWLNQXZN1zhGibKGSicGA/640?wx_fmt=png&from=appmsg,15,周六夜现场,NBC,1975,2024,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruschpahZ8Ue8NqApibCUkibqPIh5WrG6M3AFRoNbjiaEASCIepCzW53SGAkw/640?wx_fmt=png&from=appmsg,87,欢乐时光,ABC,1974,1984,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscsXII0RkJFK1udzKQrZo1Vut0nH3J7my7WHShpVjXbtgNaQ3HsTCPVg/640?wx_fmt=png&from=appmsg,66,鲍勃·纽哈特秀,CBS,1972,1978,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAqoQ3fFibJeicwQicvreo9qgYEN3WaTETo0QwOgCCUfIWVGFvcaFos0XCA/640?wx_fmt=png&from=appmsg,24,陆军野战医院,CBS,1972,1983,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscddpVqUPJlONu7wrDT2bseUIudOCAO7UKicl5UGac0BEGGM8da9BFpMg/640?wx_fmt=png&from=appmsg,85,神探可伦坡,NBC/ABC,1971,1978,1989,2003,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAdc7YjqXgF7ZMXPNTAuKeHRYPzk5dObV3O5kYAGmiat8b4gdqTog6w3g/640?wx_fmt=png&from=appmsg,16,全家福,CBS,1971,1979,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDAeAq2TQyBwxKD9vQsbVWiaeLE33OhSgSRDBsYSxVeRTp4H0lIpkZTs7A/640?wx_fmt=png&from=appmsg,9,玛丽·泰勒·摩尔秀,CBS,1970,1977,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDA613GCTv4xhlLW6aTn5ZeibibJJHLf41AaNH8faCwbmaGDcNEJp5uWmeQ/640?wx_fmt=png&from=appmsg,12,芝麻街,PBS/HBO/Max,1969,2024,,,,,1
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNctOSuqbOAiaZcc9BKoruscxvibp6j2FWwyfKGZ77Rtibvhxd5haKS5H7Dbiak7cpsEuCkuTwDe3KKPw/640?wx_fmt=png&from=appmsg,89,罗杰斯先生的邻居,PBS,1968,2001,,,,,2
https://mmbiz.qpic.cn/mmbiz_png/Q1eEPVYTlkNUT47YVIEOuGowXxIz5wDApibSQqepsyia0phvG6egXL1Ws6UVWsngqFBnoViaf8vfDL6US3PkQgEkw/640?wx_fmt=png&from=appmsg,20,60分钟,CBS,1968,2024,,,,,2
